"Status","Comment"
"Not SATD","# Clear previous logs"
"Not SATD","# Set default values from Talkbuchet.js."
"Not SATD","# Adjust script timeout to prevent it from ending before the siege has"
"Not SATD","# started."
"Not SATD","# Fetching a Nextcloud URL in the browser console with a user and an app"
"Not SATD","# token implicitly does a login with that user. Visiting any page in the"
"Not SATD","# Nextcloud server will be done as a logged in user after that."
"Not SATD","            # If the device selector is shown click on the ""Join call"" button"
"Not SATD","# in the dialog to actually join the call."
"Not SATD","# Try to get the browser from the Selenium Docker image."
"Not SATD","# Talkbuchet instances should be explicitly deleted before exiting, as if they"
"Not SATD","# are implicitly deleted while exiting the Selenium driver may not cleanly quit."
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//github.com/strukturag/nextcloud-spreed-signaling/blob/a663dd43f90b0876630250012bb716136920fcd3/server.conf.in#L32-L35"
"Not SATD","// Sieges with guest users do not currently work, as they must join the"
"Not SATD","// conversation to not be kicked out from the signaling server. However, joining"
"Not SATD","// the conversation a second time causes the first guest to be unregistered."
"Not SATD","// Regular users do not need to join the conversation, so the same user can be"
"Not SATD","// connected several times to the HPB."
"Not SATD","// The conversation token is only strictly needed for guests or if HPB"
"Not SATD","// clustering is enabled."
"Not SATD","// Number of streams to send"
"Not SATD","// Number of streams to receive"
"Not SATD","// To run the script the current page in the browser must be a page of the"
"Not SATD","// target Nextcloud instance, as cross-doman requests are not allowed, so the"
"Not SATD","// host is directly got from the current location."
"Not SATD","//' + window.location.host"
"Not SATD","//')) {"
"Not SATD","//' + url.slice(8)"
"Not SATD","//')) {"
"Not SATD","//' + url.slice(7)"
"Not SATD","// Brief disconnections are normal and expected; they are only"
"Not SATD","// relevant if the connection has not been restored after some"
"Not SATD","// seconds."
"Not SATD","// Brief disconnections are normal and expected; they are only"
"Not SATD","// relevant if the connection has not been restored after some"
"Not SATD","// seconds."
"Not SATD","// The same signaling session can be shared between subscribers to"
"Not SATD","// different publishers."
"Not SATD","// Expose publishers to CLI."
"Not SATD","// Expose subscribers to CLI."
"Not SATD","// There will be at most a single audio track."
"Not SATD","// There will be at most a single video track."
"Not SATD","// For simplicity it is assumed that if audio is enabled the audio"
"Not SATD","// sender will always be the first one."
"Not SATD","// For simplicity it is assumed that if audio is not enabled the video"
"Not SATD","// sender will always be the first one, otherwise the second one."
"Not SATD","// Expose virtual participant to CLI."
"Not SATD","// Data channels are expected to be available for call participants."
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""??????? ???????? ?????????? ??????? ???????? WebRTC * ?? ** ????? ???????! ** ???? Nextcloud Talk ?? ????? ???? ?????. ??? ???? ?? ??????? ??????? ?? ???? ????? ????? ?? ????? ????????? ???????. * ?? ** ??????? ????? ??????? ???? ???????? ????? ????? ????! ** ??? ?? ????? ??? ??? ?? ?????? ????? ?? ???? ?????? ????? ?????? ??? ????????. ?? ** ?????? ??????! ** ???? ????? ?? ????????? ?? ???????. ?? ???? ??? ??????? Firefox ??????? 66 (?? ????) ? ?? Edge ?? Chrome 72 (?? ?????? ???????? ??? ??????? ??????? Chrome 49 ) ?? [?????? Chrome] (https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol ) . * ?? ** ??????? ?? ??????? ???? ????? ?????? ** ??? ??????? ????? ??????? ? Deck? ??????? ????????. ??? ????? [????????? ???????] (https://github.com/nextcloud/spreed/milestones/): * ? [????????? ???????](https://github.com/nextcloud/spreed/issues/21)? ??????? ????? ??? ???? ????? ??????"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""???, ????? ? ?????-??????????? ?????? ? ??????? ?? WebRTC\n\n* ?? **??????????? ?? ???!** Nextcloud Talk ???? ? ????? ??????? ???. ????????? ?? ?? ????????? ??????? ?? ????? Nextcloud ? ?? ??????????? ????? ?????????.\n* ?? **??????, ???????, ?????????? ? ???????? ? ?????? ?????????!** ?????? ???????? ??????, ???? ????? ??? ????????? ???????? ??????, ?? ?? ???????? ?? ????????.\n* ?? **????????? ?? ??????!** ????????? ?????? ?? ? ??????????? ??? ?????? ????????. ?????? ?????? ?? ?????????? Firefox ?????? 66 (??? ??-????), ???-?????? ?????? ?? Edge ??? Chrome 72 (??? ??-????, ???? ???? ? ???????? ?? ?????????? Chrome 49 ? ???? [?????????? ?? Chrome](https://chrome.google.com/webstore/detail/screensharing- for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **?????????? ? ????? ?????????? Nextcloud** ???? Files, Contacts ? Deck. ???????? ???.\n\n? ? ???????? ?? [???????????? ??????](https://github.com/nextcloud/spreed/milestones/):\n* ? [?????????? ?????????](https://github.com/nextcloud/spreed/issues/21), ?? ?? ?? ???????? ?? ???? ? ????? Nextcloud ?????????? "","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Video a audio konference pomoc? WebRTC\n\n* ?? **Integrovan? chat!** Nexcloud Talk obsahuje jednoduch? textov? chat. Umo??uje is odkazov?n? na soubory z nexcloudu a odkazov?n? na u?ivatele.\n* ?? **Soukrom?, skupinov? a ve?ejn? hovory!** Sta?? jen p?izvat n?koho, celou skupinu nebo pozvat do hovoru p?es ve?ejn? odkaz.\n* ?? **Sd?len? obrazovky!** Sd?lejte svou obrazovku s ??astn?ky hovoru. Sta?? m?t minim?ln? Firefox 52, nejnov?j?? Edge nebo Chrome 72 (nebo nov?j??, je tak? mo?n? pou??t Chrome 49 s t?mto [roz???en?m pro chrome](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Napojen? na ostatn? Nextcloud aplikace!** V tuto chv?li Kontakty, Soubory a Deck ? dal?? p?ipravujeme.\n\nPro [p???t? verze](https://github.com/nextcloud/spreed/milestones/) p?ipravujeme:\n* ? [VoIP federovan? vol?n?](https://github.com/nextcloud/spreed/issues/21), hovory s lidmi na jin?ch Nextcloud instanc?ch."","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Chat, Video- & Audiokonferenzen mittels WebRTC\n\n* ?? **Chat-Integration!** Nextcloud Talk bietet einen einfachen Text-Chat. Das erlaubt es Dir, Dateien von deiner Nextcloud zu teilen und andere Teilnehmer zu erw?hnen.\n* ?? **Private-, Gruppen-, ?ffentliche- und passwortgesch?tzte Anrufe!** Einfach jemanden oder eine ganze Gruppe einladen oder einen ?ffentlichen Link versenden um einen Anruf zu starten.\n* ?? **Screen-Sharing!** Teile deinen Bildschirm mit den Gespr?chsteilnehmern. Du musst nur Firefox in Version 66 (oder neuer), neuesten Edge, Chrome 72 (oder neuer) oder Chrome 49 mit dieser [Chrome-Erweiterung](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol) verwenden.\n* ?? **Integration in andere Nextcloud-Apps!** Wie Dateien, Adressverwaltung und Deck - weitere werden kommen.\n\nUnd in Arbeit f?r die [kommenden Versionen](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), um Benutzer anderer Nextclouds anzurufen"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Chat, Video- & Audiokonferenzen mittels WebRTC\n\n* ?? **Chat-Integration!** Nextcloud Talk bietet einen einfachen Text-Chat. Das erlaubt es Ihnen, Dateien von Ihrer Nextcloud zu teilen und andere Teilnehmer zu erw?hnen.\n* ?? **Private-, Gruppen-, ?ffentliche- und passwortgesch?tzte Anrufe!** Einfach jemanden oder eine ganze Gruppe einladen oder einen ?ffentlichen Link versenden um einen Anruf zu starten.\n* ?? **Screen-Sharing!** Teilen Sie Ihren Bildschirm mit den Gespr?chsteilnehmern. Sie m?ssen nur Firefox in Version 66 (oder neuer), neuesten Edge, Chrome 72 (oder neuer) oder Chrome 49 mit dieser [Chrome-Erweiterung](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol) verwenden.\n* ?? **Integration in andere Nextcloud-Apps!** Wie Dateien, Adressverwaltung und Deck - weitere werden kommen.\n\nUnd in Arbeit f?r die [kommenden Versionen](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), um Benutzer anderer Nextclouds anzurufen"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Chat, video & audio-conferencing using WebRTC\n\n* ?? **Chat integration!** Nextcloud Talk comes with a simple text chat. Allowing you to share files from your Nextcloud and mentioning other participants.\n* ?? **Private, group, public and password protected calls!** Just invite somebody, a whole group or send a public link to invite to a call.\n* ?? **Screen sharing!** Share your screen with participants of your call. You just need to use Firefox version 66 (or newer), latest Edge or Chrome 72 (or newer, also possible using Chrome 49 with this [Chrome extension](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Chat, video y audio conferencias mediante WebRTC\n\n* ?? **Chats integrados!** Nextcloud Talk incluye un chat de texto simple. Te permite compartir archivos desde tu Nextcloud y mencionar a otros participantes.\n* ?? **Llamadas privadas, de grupo o p?blicas y protegidas con contrase?a.** Simplemente invita a una persona, un grupo entero o env?a un enlace p?blico para invitar a una llamada.\n* ?? **Compartir pantalla** Comparte tu pantalla con los participantes de tu llamada. Solo necesitas Firefox 66 (o m?s moderna) el ?ltimo Edge o Chrome 72 (o m?s reciente, aunque tambi?n es posible usando Chrome 49 con esta [extensi?n de Chrome](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integraci?n con otras apps de Nextcloud** como Archivos, Contactos y Deck. Hay m?s por llegar.\n\nY estamos trabajando para las [pr?ximas versiones](https://github.com/nextcloud/spreed/milestones/) en:\n* ? [Llamadas federadas](https://github.com/nextcloud/spreed/issues/21), para llamar a usuarios de otros Nextclouds"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Txata, bideo-konferentziak eta audio-konferentziak WebRTC erabiliz\n\n* ?? **Txat integrazioa!** Nextcloud Talk testu txat sinple batekin dator, fitxategiak partekatzea eta beste parte-hartzaileak aipatzea ahalbidetzen dizuna.\n* ?? **Dei pribatuak, talde deiak, dei publikoak eta pasahitzez babestutakoak!** Gonbidatu norbait, talde oso bat edo bidali esteka publikoa dei batera gonbidatzeko.\n* ?? **Pantaila partekatzea!** Partekatu zure pantaila zure deiaren parte-hartzaileekin. Erabili Firefox 52 bertsioa (edo berriagoa), azken Edge, edo Chrome 72 (edo berriagoa, baita ere posible da Chrome 49 erabiltzea [Chrome gehigarri](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol) honekin).\n* ?? **Beste Nextcloud aplikazioekin integrazioa** Esaterako Files, Contacts eta Deck. Gehiago etortzeko.\n\nEta [hurrengo bertsiotarako](https://github.com/nextcloud/spreed/milestones/):\n* ? [Dei federatuak](https://github.com/nextcloud/spreed/issues/21), beste Nextcloud batzuetako jendea deitzeko"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Messagerie instantan?e, video & conf?rence audio par WebRTC\n\n* ?? **Integration de la messagerie instantan?e !** Nextcloud Talk propose une simple messagerie instantan?e en mode texte. Elle vous permet de partager des fichiers issus de Nextcloud et de mentionner les autres utilisateurs.\n* ?? **Appels priv?s, de groupes, publics et prot?g?s par mot de passe !** Invitez simplement quelqu'un, un groupe entier ou envoyez un lien public pour inviter des participants ? l'appel.\n* ?? **Partage d'?cran !** Partagez votre ?cran avec les participants ? l'appel. Vous devez juste utiliser Firefox version 66 (ou plus r?cente), la derni?re version de Edge ou Chrome 72 (ou plus r?cent, il est aussi possible d'utiliser Chrome 49 avec cette  [extension Chrome](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration avec les autres applications Nextcloud** comme Fichiers, Contacts and Deck. D'autres encore ? venir.\n\nEt ? venir pour les  [prochaines versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Appels f?d?r?s](https://github.com/nextcloud/spreed/issues/21), pour appeler des utilisateurs d'autres serveurs Nextclouds"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Chat, video e audioconferencias usando WebRTC\n\n* ?? **Integraci?n de chat!** Nextcloud Talk incl?e un sinxelo chat de texto. Perm?teche compartir ficheiros desde o teu Nextcloud e mencionar a outros participantes.\n* ?? **Chamadas privadas, grupais, p?blicas e protexidas por contrasinal!** S? tes que invitar a algu?n, a un grupo enteiro ou enviar unha ligaz?n p?blica para invitar a unha chamada.\n* ?? **Compartir pantalla!** Comparte a t?a pantalla cos participantes da t?a chamada. S? tes que usar a versi?n 66 de Firefox (ou m?is recente), o Edge m?is recente ou Chrome 72 (ou m?is recente, tam?n ? posible usar Chrome 49 con esta [Chrome extension](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integraci?n con outras aplicaci?ns de Nextcloud** como Ficheiros, Contactos e Deck. M?is por vir.\n\nE nos traballos para as [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), para chamar a persoas noutros Nextclouds"","
"Not SATD","//chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol)).\n* ?? **Integration with other Nextcloud apps** like Files, Contacts and Deck. More to come.\n\nAnd in the works for the [coming versions](https://github.com/nextcloud/spreed/milestones/):\n* ? [Federated calls](https://github.com/nextcloud/spreed/issues/21), to call people on other Nextclouds"" : ""Razmjena poruka, videopozivi i glasovne konferencije putem WebRTC-a\n\n* ?? **Integrirana razmjena poruka!** Nextcloud Talk se isporu?uje sa zna?ajkom jednostavne razmjene tekstnih poruka koja vam omogu?uje dijeljenje datoteka s va?eg Nextclouda i spominjanje ostalih sudionika.\n* ?? **Privatni, grupni, javni i zaporkom za?ti?eni pozivi!** Pozovite ?eljenu osobu, cijelu grupu ili po?aljite javnu poveznicu s pozivom za sudjelovanje u pozivu.\n* ?? **Dijeljenje zaslona!** Podijelite sadr?aj svojeg zaslona sa sudionicima poziva. Potreban je preglednik Firefox ina?ice 66 (ili noviji), najnoviji Edge ili Chrome 72 (ili noviji, tako?er mo?e i Chrome 49) s ovim [pro?irenjem](https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol).\n* ?? **Integracija s drugim Nextcloudovim aplikacijama** kao ?to su Datoteke, Kontakti i Deck. Ubrzo sti?e podr?ka za jo? aplikacija.\n\nTako?er su nove zna?ajke u planu za [dolaze?e ina?ice](https://github.com/nextcloud/spreed/milestones/):\n* ? [Udru?eni pozivi](https://github.com/nextcloud/spreed/issues/21) za pozivanje ljudi iz drugih Nextcloudova"","
